,Frequencies,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Sample 6,Sample 7,Sample 8,Sample 9,Sample 10,Sample 11,Sample 12,Sample 13
77,164.0,0.08940433870457293,0.08467932809996075,0.08858720249080766,0.1425908702068408,0.17493216157662603,0.22735379221303728,0.1664228802585159,0.1437502372264292,0.1437502372264292,0.1437502372264292,0.1437502372264292,0.1437502372264292,0.1437502372264292
78,166.0,0.10926752614851606,0.04779284052738953,0.0439880662358936,0.11340350811606587,0.15401454562247688,0.16229228211716973,0.1013895642668082,0.18978074952500035,0.18978074952500035,0.18978074952500035,0.18978074952500035,0.18978074952500035,0.18978074952500035
79,168.0,0.1340439180144226,0.1480235457366981,0.15829774951843026,0.17811862459332908,0.1478251928955392,0.16473378202242128,0.11983417835783813,0.08129290404372214,0.08129290404372214,0.08129290404372214,0.08129290404372214,0.08129290404372214,0.08129290404372214
80,170.0,0.12222696964260558,0.13003480552239974,0.2007428322562483,0.01165230742502729,0.0671796880462864,0.004479784866671721,0.017514147965755015,0.10041620393615926,0.10041620393615926,0.10041620393615926,0.10041620393615926,0.10041620393615926,0.10041620393615926
81,172.0,0.0580558592887348,0.028883176934410556,0.05239772516142128,0.1159366133985174,0.05907429908562271,0.17176624839262306,0.10225830256513564,0.24852542906377612,0.24852542906377612,0.24852542906377612,0.24852542906377612,0.24852542906377612,0.24852542906377612
82,174.0,0.03810092937223153,0.012553683004906424,0.05433001281823202,0.1110555140759376,0.06255706669588415,0.08356682301509556,0.10272240226714187,0.10517424470810015,0.10517424470810015,0.10517424470810015,0.10517424470810015,0.10517424470810015,0.10517424470810015
83,176.0,0.10198117431870397,0.06869016936412943,0.058119744928389894,0.07176708456084045,0.09858344927555368,0.12411116199312834,0.08658238344785128,0.1468416880348751,0.1468416880348751,0.1468416880348751,0.1468416880348751,0.1468416880348751,0.1468416880348751
84,178.0,0.11907473961106875,0.14388044710047468,0.20984623039840675,0.15334457888455677,0.142010658906419,0.15190521657957734,0.12248281618237548,0.12531266731470841,0.12531266731470841,0.12531266731470841,0.12531266731470841,0.12531266731470841,0.12531266731470841
85,180.0,0.11843573478418673,0.11604374153653349,0.10852538538530218,0.16247337517628568,0.19894667505208313,0.3041392426478736,0.2497943271255761,0.34100867813695623,0.34100867813695623,0.34100867813695623,0.34100867813695623,0.34100867813695623,0.34100867813695623
86,182.0,0.14057869670443116,0.0694141410065144,0.11345469077974207,0.08105808761243552,0.10720804917553485,0.16586931111699144,0.10021780583900024,0.23106408662864422,0.23106408662864422,0.23106408662864422,0.23106408662864422,0.23106408662864422,0.23106408662864422
